headword,pinyin_tone,pinyin_plain,definition
狂嫖滥赌,kuángpiáolàndǔ,kuangpiaolandu,指沉溺于嫖妓赌博。
狂犬吠日,kuángquǎnfèirì,kuangquanfeiri,疯狗对着太阳乱叫。比喻坏人自不量力地叫嚣。
狂三诈四,kuángsānzhàsì,kuangsanzhasi,狂诓的假借，诓骗。一味欺诈。
狂涛骇浪,kuángtāohàilàng,kuangtaohailang,比喻剧烈的社会运动。
狂涛巨浪,kuángtāojùlàng,kuangtaojulang,比喻剧烈的社会运动。同狂涛骇浪”。
狂妄自大,kuángwàngzìdà,kuangwangzida,狂妄极端的自高自大。指极其放肆，自高自大，自中无人。
诳时惑众,kuángshíhuòzhòng,kuangshihuozhong,指欺骗迷惑世人。
旷达不羁,kuàngdábùjī,kuangdabuji,旷达心胸开阔，想得开；不羁不受束缚。心胸开阔达观，不受拘束。
旷夫怨女,kuàngfūyuànnǚ,kuangfuyuannv,旷夫大龄而未娶妻室的男子；怨女大龄而未嫁人的女子。指年龄已大，尚未婚配的男女。
旷古绝伦,kuànggǔjuélún,kuanggujuelun,旷古古来所无；绝伦超过同辈。空前未有，超出一般。
旷古奇闻,kuànggǔqíwén,kuangguqiwen,旷古自古所没有的。自古以来从未听到过的奇异事情。
旷古未闻,kuànggǔwèiwéi,kuangguweiwei,旷古自古以来。自古以来没有听说过。
旷古未有,kuànggǔwèiyǒu,kuangguweiyou,旷古自古以来所没有的。自古以来从来不曾有过。形容极为罕见。
旷古一人,kuànggǔyīrén,kuangguyiren,旷古空前；从古到今。自古以来只此一人。形容绝无仅有。
旷日长久,kuàngrìchángjiǔ,kuangrichangjiu,历时长久，久经时日。
旷日积晷,kuàngrìjīguǐ,kuangrijigui,久经时日。
旷日经久,kuàngrìjīngjiǔ,kuangrijingjiu,犹言旷日持久。
旷日经年,kuàngrìjīngnián,kuangrijingnian,久经时日。
旷日累时,kuàngrìlěishí,kuangrileishi,累积累∧费时日，拖延很久。
旷日离久,kuàngrìlíjiǔ,kuangrilijiu,耗费时日，拖延很久。犹言旷日持久。
旷日弥久,kuàngrìmíjiǔ,kuangrimijiu,旷耽搁荒废。指时间拖得很久。
旷日引久,kuàngrìyǐnjiǔ,kuangriyinjiu,引迁延。历时长久。
旷日引月,kuàngrìyǐnyuè,kuangriyinyue,引迁延。历时长久。同旷日引久”。
旷若发蒙,kuàngruòfāméng,kuangruofameng,旷空旷；开阔。蒙眼睛失明。眼前突然开阔明朗，好像双目失明的人忽然看见了东西。亦比喻使人头脑忽然开窍，明达起来。
旷世奇才,kuàngshìqícái,kuangshiqicai,旷世当代没有能相比的。指当代少见的奇才。
旷世无匹,kuàngshìwúpǐ,kuangshiwupi,匹相当。独一无二，异常出色。
旷世逸才,kuàngshìyìcái,kuangshiyicai,旷世绝代；空前。逸才超人的才智。当代少见的出众的才能。
旷心怡神,kuàngxīnyíshén,kuangxinyishen,舒畅心胸，愉悦精神。
亏心短行,kuīxīnduǎnxíng,kuixinduanxing,亏损天良，行为恶劣。
岿然不动,kuīránbùdòng,kuiranbudong,岿然高峻独立的样子。象高山一样挺立着一动不动。形容高大坚固，不能动摇。
岿然独存,kuīrándúcún,kuiranducun,岿然高峻独立的样子。形容经过变乱而惟一幸存的事物。
窥间伺隙,kuījiànsìxì,kuijiansixi,窥暗中观察；伺守候，等待机会。暗中观察，准备伺机采取行动。
窥见一斑,kuījiànyībān,kuijianyiban,指只了解一二。
窥牖小儿,kuīyǒuxiǎoér,kuiyouxiaoer,窥牖从窗上向屋里偷看◇多形容小偷。
揆理度情,kuílǐduóqíng,kuiliduoqing,揆揣测；理事理；度估计，猜度；情常情。从情理上揣度。
揆理度势,kuílǐdùshì,kuilidushi,衡量道理，揣度情势。
揆情审势,kuíqíngshěnshì,kuiqingshenshi,估量情况审察形势。
揆时度势,kuíshídùshì,kuishidushi,指审度时势。
揆文奋武,kuíwénfènwǔ,kuiwenfenwu,施行文教，振奋武事。
葵藿倾阳,kuíhuòqīngyáng,kuihuoqingyang,葵葵花；藿豆类植物的叶子。葵花和豆类植物的叶子倾向太阳。比喻一心向往所仰慕的人或下级对上级的忠心。
魁梧奇伟,kuíwǔqíwěi,kuiwuqiwei,魁梧壮实高大的样子；奇伟非常高大。身材健壮高大。
跬步千里,kuǐbùqiānlǐ,kuibuqianli,跬步半步。走一千里路，是半步半步积累起来的。比喻学习应该持之有恒，不要半途而废。
喟然长叹,kuìránchángtàn,kuiranchangtan,喟然叹气的样子。因感慨而深深地叹气。
愧不敢当,kuìbùgǎndāng,kuibugandang,感到惭愧，承当不起。
愧悔无地,kuìhuǐwúdì,kuihuiwudi,羞愧懊悔得无地自容。
愧天怍人,kuìtiānzuòrén,kuitianzuoren,怍惭愧。对天对人，都感到惭愧。指做了亏心事无脸见人。
溃兵游勇,kuìbīngyóuyǒng,kuibingyouyong,指逃散的士兵。
馈贫之粮,zuòpínzhīliáng,zuopinzhiliang,馈赠送。广博的见闻是赠给知识贫乏者的宝贵的精神食粮。
昆弟之好,kūndìzhīhǎo,kundizhihao,昆哥哥。像兄弟一样要好。
昆山片玉,kūnshānpiànyù,kunshanpianyu,昆仑山上的一块玉。原是一种谦虚的说法，意思是只是许多美好者当中的一个，后比喻许多美好事物中突出的。
昆山之玉,kūnshānzhīyù,kunshanzhiyu,昆山昆仑山。昆仑山的美玉。比喻杰出的人才。
琨玉秋霜,kūnyùqiūshuāng,kunyuqiushuang,比喻坚贞劲烈的品质。
悃愊无华,kǔnbìwúhuá,kunbiwuhua,悃愊至诚；华浮夸。至诚而不虚浮。形容真心实意，毫不虚假。
壸浆箪食,kǔnjiāngdānshí,kunjiangdanshi,原指竹篮中盛着饭食，壶中盛着酒浆茶水，以欢迎王者的军队◇多用指百姓欢迎、慰劳自己所拥护的军队。
困而不学,kùnérbùxué,kunerbuxue,困困惑，不明白。困惑不明白却不肯学习。
困而学之,kùnérxuézhī,kunerxuezhi,困困惑。遇到困惑的时候就学习。
困心横虑,kùnxīnhénglǜ,kunxinhenglv,心意困苦，忧虑满胸。表示费尽心力。
困心衡虑,kùnxīnhénglǜ,kunxinhenglv,困忧；衡横。心意困苦，思虑阻塞。表示费尽心力，经过艰苦的思考。
困知勉行,kùnzhīmiǎnxíng,kunzhimianxing,困知遇困而求知；勉行尽力实行。在不断克服困难中求得知识，有了知识就勉力实行。
括目相待,kuòmùxiāngdài,kuomuxiangdai,用不同于以前的新的眼光来看待。
阔步高谈,kuòbùgāotán,kuobugaotan,阔步迈大步。潇洒地迈着大步，随意地高声交谈。比喻言行不受束缚。
阔论高谈,kuòlùngāotán,kuolungaotan,阔广阔；高高深。多指不着边际地大发议论。
廓达大度,kuòdádàdù,kuodadadu,廓达宽宏、通达。性格宽宏，通情达理。
拉捭摧藏,lābǎicuīcáng,labaicuicang,拉摧折；捭两手排击；摧藏挫伤。指摧伤挫折。
拉大旗作虎皮,lādàqízuòhǔpí,ladaqizuohupi,比喻打着革命的旗号来吓唬人、蒙骗人。
拉枯折朽,lākūshéxiǔ,lakushexiu,摧折枯朽的草木。形容轻而易举。也比喻摧毁腐朽势力的强大气势。同摧枯拉朽”。
拉拉扯扯,lālāchěchě,lalacheche,以手牵牵拉拉。借指拉扯私欲关系。
拉拉杂杂,lālāzázá,lalazaza,指杂乱无条理。
拉三扯四,lāsānchěsì,lasanchesi,指谈话或议论乱牵扯到无关的人或事。
拉闲散闷,lāxiánsànmèn,laxiansanmen,说闲话，闲聊解闷。
拉朽摧枯,lāxiǔcuīkū,laxiucuiku,摧折枯朽的草木。形容轻而易举。也比喻摧毁腐朽势力的强大气势。同摧枯拉朽”。
腊尽春回,làjìnchūnhuí,lajinchunhui,腊指腊月，即农历十二月。腊月过去，春天又来了。
来处不易,láichùbùyì,laichubuyi,表示事情的成功或财物的取得，经过了艰苦努力。
来而不往非礼也,láiérbùwǎngfēilǐyě,laierbuwangfeiliye,表示对别人施加于自己的行动将作出反应。
来好息师,láihǎoxīshī,laihaoxishi,招致和好，停止战争。
来鸿去燕,láihóngqùyàn,laihongquyan,比喻行踪漂泊不定的人。
来历不明,láilìbùmíng,lailibuming,来历由来。人或事物的来历与经过不清楚。
来情去意,láiqíngqùyì,laiqingquyi,事情的内容和原因。
来去分明,láiqùfēnmíng,laiqufenming,形容手续清楚或为人在财物方面不含糊。
来去无踪,láiqùwúzōng,laiquwuzong,踪脚印。来时去时都看不见踪影。形容出没极为迅速或隐秘。
来日大难,láirìdànàn,lairidanan,表示前途困难重重。
来世不可待,láishìbùkědài,laishibukedai,对于未来的事，不可期望等待。
来势汹汹,láishìxiōngxiōng,laishixiongxiong,动作或事物到来的气势很厉害。
来是是非人，去是是非者,láishìshìfēirén，qùshìshìfēizhě,laishishifeiren，qushishifeizhe,犹言解铃还是系铃人。指谁惹起的是非，还得由谁来了结。
来因去果,láiyīnqùguǒ,laiyinquguo,指事情的来龙去脉。
来迎去送,láiyíngqùsòng,laiyingqusong,来者迎之，去者送之。
来者不拒,láizhěbùjù,laizhebuju,拒拒绝。对于有所求而来的人或送上门来的东西概不拒绝。
来者不善,láizhěbùshàn,laizhebushan,善亲善，友好。强调来人不怀好意，要警惕防范。
来者不善，善者不来,láizhěbùshàn，shànzhěbùlái,laizhebushan，shanzhebulai,来的不怀善意，有善意的不会来。
来者居上,láizhějūshàng,laizhejushang,后来居上。原指资格浅的新进反居资格老的旧臣之上◇亦用以称赞后起之秀超过前辈。
来者可追,láizhěkězhuī,laizhekezhui,可追可以补救。过去的事已无法挽回，但是未来的事还来得及赶上。
来者勿拒,láizhěwùjù,laizhewuju,对于有所求而来的人或送上门来的东西概不拒绝。同来者不拒”。
来之不易,láizhībùyì,laizhibuyi,来之使之来。得到它不容易。表示财物的取得或事物的成功是不容易的。
来踪去迹,láizōngqùjì,laizongquji,指人的来去行踪。
来踪去路,láizōngqùlù,laizongqulu,指人的来去行踪。同来踪去迹”。
赖有此耳,làiyǒucǐěr,laiyoucier,赖依赖、倚靠。幸亏有一着（才得解救）。
癞蛤蟆想吃天鹅肉,làihámaxiǎngchītiānéròu,laihamaxiangchitianerou,比喻人没有自知之明，一心想谋取不可能到手的东西。
兰艾难分,lánàinánfēn,lanainanfen,兰香草名，比喻贤者；艾臭草，比喻小人∶人、坏人难于分清。
兰艾同焚,lánàitóngfén,lanaitongfen,兰香草名；艾臭草；焚烧。兰花跟艾草一起烧掉。比喻不分好坏，一同消灭。
兰摧玉折,láncuīyùzhé,lancuiyuzhe,摧折断。兰草、美玉都折断了。旧时多用于哀悼人不幸早死。
兰桂齐芳,lánguìqífāng,languiqifang,兰桂对他人儿孙的美称；芳比喻美德、美声。旧指儿孙同时显贵发达。
兰心蕙性,lánxīnhuìxìng,lanxinhuixing,比喻人品高尚，举止文雅。
兰熏桂馥,lánxūnguìfù,lanxunguifu,比喻恩泽长留，历久不衰。
兰薰桂馥,lánxūnguìfù,lanxunguifu,薰、馥香气。原比喻恩泽长留，历久不衰◇用来称人子肖孙贤。
兰因絮果,lányīnxùguǒ,lanyinxuguo,兰因比喻美好的结合；絮果比喻离散的结局。比喻男女婚事初时美满，最终离异。
兰芝常生,lánzhīchángshēng,lanzhichangsheng,兰芝兰草和灵芝草。比喻高尚的美德长在。
兰芷之室,lánzhǐzhīshì,lanzhizhishi,兰、芷两种香草。比喻良好的环境。亦作芝兰之室”。
兰质蕙心,lánzhìhuìxīn,lanzhihuixin,形容美丽而聪明。
兰质熏心,lánzhìxūnxīn,lanzhixunxin,比喻女子淑美善良的气质。
兰质薰心,lánzhìxūnxīn,lanzhixunxin,比喻女子淑美善良的气质。
阑风长雨,lánfēngzhàngyǔ,lanfengzhangyu,阑珊的风，冗多的雨。指夏秋之际的风雨◇亦泛指风雨不已。亦作阑风伏雨”。
阑风伏雨,lánfēngfúyǔ,lanfengfuyu,指夏秋之际的风雨◇亦泛指风雨不已。同阑风长雨”。
蓝田生玉,lántiánshēngyù,lantianshengyu,蓝田地名，在陕西省，古时蓝田出产美玉。旧时比喻贤父生贤子。
澜倒波随,lándǎobōsuí,landaobosui,犹言随波逐流。比喻言行无标准。
褴褛筚路,lánlǚbìlù,lanlvbilu,指穿着破衣，驾着柴车，开发山林，形容开创者的艰辛。
览闻辩见,lǎnwénbiànjiàn,lanwenbianjian,指见识多，能说会道。
揽名责实,lǎnmíngzéshí,lanmingzeshi,指观其名而考其实绩。
揽辔澄清,lǎnpèichéngqīng,lanpeichengqing,揽辔拉住马缰；澄清平治天下。表示刷新政治，澄清天下的抱负。也比喻人在负责一件工作之始，即立志要刷新这件工作，把它做好。
揽辔登车,lǎnpèidēngchē,lanpeidengche,揽辔掌握马缰绳。指巡行各地监察吏治。
揽辔中原,lǎnpèizhōngyuán,lanpeizhongyuan,表示刷新政治，澄清天下的抱负。也比喻人在负责一件工作之始，即立志要刷新这件工作，把它做好。同揽辔澄清”。
揽权纳贿,lǎnquánnàhuì,lanquannahui,揽把持。纳接纳。把持权势，并接受贿赂。
烂额焦头,lànéjiāotóu,lanejiaotou,形容十分狼狈窘迫的样子。
烂漫天真,lànmàntiānzhēn,lanmantianzhen,形容心地纯真，不虚伪。
烂熳天真,lànmàntiānzhēn,lanmantianzhen,形容心地纯真，不虚伪做作。
烂如指掌,lànrúzhǐzhǎng,lanruzhizhang,犹言了如指掌。形容对情况了解得非常清楚。
烂若披锦,lànruòpījǐn,lanruopijin,形容文辞华丽。
烂若披掌,lànruòpīzhǎng,lanruopizhang,形容对情况非常熟悉。
烂若舒锦,lànruòshūjǐn,lanruoshujin,形容文辞华丽。同烂若披锦”。
烂醉如泥,lànzuìrúní,lanzuiruni,醉得瘫成一团，扶都扶不住。形容大醉的样子。
滥官污吏,lànguānwūlì,languanwuli,滥官贪官。旧称贪财纳贿的官吏。
滥用职权,lànyòngzhíquán,lanyongzhiquan,指过分地或非法地行使自己掌握的权力。
郎才女姿,lángcáinǚzī,langcainvzi,形容男女双方很相配。同郎才女貌”。
狼狈不堪,lángbèibùkān,langbeibukan,狼狈窘迫的样子。困顿、窘迫得不能忍受。形容非常窘迫的样子。
狼狈万状,lángbèiwànzhuàng,langbeiwanzhuang,狼狈窘迫的样子；万状多种样子。形容极其困顿、窘迫。
狼狈周章,lángbèizhōuzhāng,langbeizhouzhang,指仓皇惊恐。
狼奔鼠窜,lángbēnshǔcuàn,langbenshucuan,狼群鼠辈到处流窜。形容人四处奔跑逃窜。
狼奔鼠偷,lángbēnshǔtōu,langbenshutou,形容坏人到处扰乱。
狼奔兔脱,lángbēntùtuō,langbentutuo,形容仓皇逃窜。
狼飡虎食,lángcānhǔshí,langcanhushi,形容吃东西又猛又急。同狼餐虎咽”。
狼飡虎咽,lángcānhǔyān,langcanhuyan,形容吃东西又猛又急。同狼餐虎咽”。
狼餐虎噬,lángcānhǔshì,langcanhushi,①形容吃东西又猛又急。同狼餐虎咽”。②比喻残酷剥削搜括。
狼餐虎咽,lángcānhǔyàn,langcanhuyan,形容吃东西又猛又急。
狼吃幞头,lángchīfútóu,langchifutou,狼衔去人的幞头，吞不下又吐不出。比喻有苦难言，强自忍耐。
狼虫虎豹,lángchónghǔbào,langchonghubao,①泛指凶猛的动物。②比喻恶人歹徒。
狼顾鸱张,lánggùchīzhāng,langguchizhang,如狼凶视，如鸱张翼。形容凶暴，嚣张。
狼顾鸱踤,lánggùchīyín,langguchiyin,如狼凶视，如鸱峙立。比喻凶暴者伺机欲动。
狼顾狐疑,lánggùhúyí,langguhuyi,指左顾右晄，存有畏惧和犹豫之心。狼顾，狼走路时常常回头看；狐疑，狐狸本性多疑。
狼顾虎视,lánggùhǔshì,langguhushi,如狼虎视物。形容威严而凶狠。
狼顾麕惊,lánggùqiānjīng,langguqianjing,比喻惊恐万状。
狼顾鸢视,lánggùyuānshì,langguyuanshi,如狼鹰视物。形容凶狠而贪婪。
狼嗥狗叫,lángháogǒujiào,langhaogoujiao,形容恶人狂呼乱叫。
狼嗥鬼叫,lángháoguǐjiào,langhaoguijiao,形容声音凄厉。
狼嚎鬼叫,lángháoguǐjiào,langhaoguijiao,形容声音凄厉。同狼嗥鬼叫”。
狼号鬼哭,lángháoguǐkū,langhaoguiku,形容哭叫的声音凄厉。
狼艰狈蹶,lángjiānbèijuě,langjianbeijue,比喻处境困苦窘迫。
狼猛蜂毒,lángměngfēngdú,langmengfengdu,形容人凶狠毒辣。
狼前虎后,lángqiánhǔhòu,langqianhuhou,前门赶走狼，后门来了虎。比喻坏人接踵而来。
狼飧虎咽,lángsūnhǔyàn,langsunhuyan,飧熟食，饭食。形容吃东西又猛又急。亦作狼餐虎咽”。
狼贪虎视,lángtānhǔshì,langtanhushi,象狼一样贪婪，象老虎一样睁大眼睛盯着。比喻野心很大。
狼贪鼠窃,lángtānshǔqiè,langtanshuqie,如狼那样贪狠；似鼠那样惯窃。常形容敌人贪狠卑鄙。
狼突鸱张,lángtūchīzhāng,langtuchizhang,像狼一样奔突，像鹞鹰一样张开翅膀。形容坏人猖狂嚣张到了极点。
狼突豕窜,lángtūshǐcuàn,langtushicuan,象狼那样奔跑，象猪那样冲撞。形容成群的坏人乱冲乱撞，到处搔扰。同狼奔豕突”。
